month;GPR;SHARE_GPR;N10;GPRC_ARG;GPRC_AUS;GPRC_BEL;GPRC_BRA;GPRC_CAN;GPRC_CHE;GPRC_CHL;GPRC_CHN;GPRC_COL;GPRC_DEU;GPRC_DNK;GPRC_EGY;GPRC_ESP;GPRC_FIN;GPRC_FRA;GPRC_GBR;GPRC_HKG;GPRC_HUN;GPRC_IDN;GPRC_IND;GPRC_ISR;GPRC_ITA;GPRC_JPN;GPRC_KOR;GPRC_MEX;GPRC_MYS;GPRC_NLD;GPRC_NOR;GPRC_PER;GPRC_PHL;GPRC_POL;GPRC_PRT;GPRC_RUS;GPRC_SAU;GPRC_SWE;GPRC_THA;GPRC_TUN;GPRC_TUR;GPRC_TWN;GPRC_UKR;GPRC_USA;GPRC_VEN;GPRC_VNM;GPRC_ZAF;;;;;
01/05/2006;85,21;2,56;33415;0,00;0,06;0,07;0,07;0,19;0,06;0,01;0,57;0,05;0,40;0,02;0,12;0,06;0,04;0,48;1,04;0,02;0,01;0,06;0,14;0,25;0,09;0,09;0,20;0,11;0,02;0,08;0,03;0,01;0,00;0,03;0,02;0,54;0,07;0,02;0,03;0,00;0,10;0,05;0,06;2,00;0,07;0,02;0,04;;;;;88,62076333
01/06/2006;102,57;3,08;33089;0,01;0,11;0,09;0,07;0,44;0,05;0,01;0,54;0,01;0,37;0,04;0,18;0,10;0,03;0,45;1,26;0,01;0,02;0,08;0,23;0,43;0,08;0,26;0,29;0,08;0,02;0,08;0,05;0,01;0,02;0,02;0,02;0,59;0,11;0,04;0,03;0,01;0,11;0,04;0,03;2,34;0,04;0,02;0,06;;;;;84,27131368
01/07/2006;137,13;4,11;31484;0,03;0,07;0,16;0,05;0,49;0,07;0,03;0,74;0,02;0,43;0,04;0,37;0,11;0,05;0,71;1,69;0,03;0,01;0,04;0,38;1,73;0,34;0,59;0,71;0,14;0,05;0,05;0,05;0,03;0,02;0,03;0,01;0,88;0,27;0,03;0,03;0,00;0,18;0,04;0,06;2,98;0,05;0,03;0,04;;;;;115,7019609
01/08/2006;147,08;4,41;30987;0,03;0,09;0,13;0,05;0,29;0,05;0,03;0,47;0,02;0,46;0,05;0,23;0,16;0,06;0,86;2,15;0,03;0,01;0,15;0,25;1,73;0,26;0,16;0,20;0,13;0,11;0,09;0,09;0,02;0,03;0,06;0,02;0,55;0,13;0,07;0,05;0,01;0,17;0,02;0,02;3,03;0,08;0,02;0,03;;;;;73,39807955
01/09/2006;111,72;3,35;32945;0,03;0,11;0,11;0,05;0,39;0,05;0,02;0,49;0,02;0,48;0,08;0,14;0,13;0,05;0,53;1,38;0,02;0,02;0,07;0,17;0,62;0,24;0,18;0,24;0,15;0,04;0,09;0,04;0,01;0,03;0,08;0,01;0,52;0,15;0,05;0,12;0,00;0,15;0,03;0,01;2,48;0,06;0,05;0,05;;;;;76,51254744
01/10/2006;113,14;3,39;33595;0,03;0,15;0,09;0,06;0,21;0,10;0,01;1,09;0,02;0,26;0,03;0,18;0,08;0,04;0,52;1,25;0,06;0,02;0,04;0,26;0,35;0,09;0,87;1,32;0,13;0,03;0,07;0,05;0,00;0,02;0,04;0,01;0,79;0,13;0,03;0,06;0,00;0,06;0,11;0,03;2,59;0,04;0,05;0,07;;;;;168,8800012
01/11/2006;88,78;2,66;32935;0,02;0,11;0,06;0,03;0,19;0,03;0,01;0,43;0,02;0,20;0,02;0,14;0,09;0,03;0,36;1,01;0,03;0,01;0,06;0,22;0,46;0,12;0,24;0,40;0,09;0,02;0,07;0,03;0,01;0,02;0,03;0,01;0,41;0,10;0,03;0,03;0,01;0,09;0,03;0,04;1,96;0,05;0,09;0,05;;;;;66,74846261
01/12/2006;90,61;2,72;30762;0,01;0,07;0,09;0,04;0,15;0,03;0,01;0,41;0,02;0,24;0,04;0,19;0,08;0,03;0,39;1,00;0,03;0,02;0,06;0,24;0,52;0,11;0,23;0,34;0,09;0,02;0,07;0,03;0,01;0,02;0,03;0,00;0,54;0,21;0,01;0,05;0,00;0,11;0,03;0,05;2,06;0,03;0,03;0,05;;;;;64,27327796
01/01/2007;97,92;2,94;32380;0,02;0,06;0,13;0,03;0,16;0,09;0,00;0,36;0,03;0,24;0,00;0,15;0,07;0,02;0,27;0,92;0,02;0,01;0,05;0,15;0,38;0,07;0,17;0,26;0,13;0,02;0,07;0,02;0,03;0,06;0,04;0,00;0,33;0,16;0,02;0,06;0,01;0,07;0,04;0,02;2,37;0,04;0,04;0,06;;;;;55,68437964
01/02/2007;96,17;2,88;30300;0,02;0,09;0,08;0,03;0,23;0,05;0,01;0,50;0,02;0,43;0,02;0,14;0,12;0,03;0,32;1,04;0,02;0,01;0,03;0,21;0,31;0,10;0,27;0,38;0,05;0,03;0,05;0,04;0,00;0,01;0,08;0,00;0,59;0,24;0,03;0,02;0,00;0,11;0,02;0,02;2,30;0,03;0,04;0,02;;;;;78,33263429
01/03/2007;87,34;2,62;34586;0,02;0,07;0,08;0,05;0,13;0,04;0,01;0,41;0,04;0,28;0,01;0,12;0,08;0,02;0,29;1,09;0,06;0,01;0,08;0,14;0,31;0,08;0,19;0,28;0,08;0,03;0,06;0,04;0,01;0,04;0,04;0,01;0,39;0,19;0,01;0,03;0,01;0,10;0,04;0,02;1,95;0,05;0,03;0,09;;;;;63,62973762
01/04/2007;76,61;2,30;31202;0,01;0,07;0,03;0,02;0,20;0,03;0,01;0,33;0,02;0,17;0,02;0,15;0,05;0,01;0,26;0,83;0,02;0,01;0,04;0,13;0,22;0,07;0,14;0,20;0,09;0,03;0,05;0,04;0,01;0,03;0,07;0,00;0,29;0,11;0,01;0,03;0,03;0,12;0,02;0,03;1,77;0,01;0,03;0,04;;;;;51,57178111
01/05/2007;92,60;2,78;30820;0,04;0,05;0,08;0,03;0,22;0,03;0,01;0,32;0,03;0,26;0,02;0,17;0,07;0,01;0,30;1,02;0,02;0,01;0,04;0,15;0,36;0,10;0,11;0,14;0,07;0,01;0,07;0,03;0,02;0,01;0,07;0,03;0,38;0,13;0,04;0,03;0,01;0,13;0,02;0,02;1,99;0,01;0,03;0,06;;;;;50,09310158
01/06/2007;97,97;2,94;31546;0,03;0,07;0,11;0,04;0,21;0,03;0,01;0,38;0,04;0,37;0,02;0,17;0,14;0,02;0,40;1,08;0,01;0,02;0,03;0,21;0,44;0,13;0,16;0,23;0,10;0,03;0,09;0,04;0,02;0,02;0,18;0,03;0,50;0,12;0,05;0,03;0,00;0,16;0,02;0,03;2,18;0,03;0,02;0,07;;;;;59,08368441
01/07/2007;112,35;3,37;30893;0,02;0,16;0,06;0,04;0,21;0,03;0,02;0,38;0,03;0,24;0,03;0,17;0,13;0,01;0,37;1,44;0,03;0,01;0,04;0,35;0,27;0,16;0,18;0,34;0,12;0,03;0,06;0,03;0,03;0,03;0,08;0,01;0,42;0,17;0,02;0,02;0,01;0,16;0,03;0,03;2,39;0,03;0,03;0,03;;;;;57,73162136
01/08/2007;83,17;2,49;31507;0,02;0,08;0,03;0,03;0,21;0,02;0,00;0,29;0,02;0,22;0,02;0,10;0,07;0,01;0,31;0,92;0,03;0,01;0,03;0,15;0,17;0,11;0,18;0,24;0,09;0,04;0,04;0,02;0,02;0,03;0,03;0,01;0,33;0,14;0,03;0,01;0,01;0,10;0,02;0,01;1,94;0,04;0,03;0,02;;;;;43,83389665
01/09/2007;94,49;2,83;31968;0,01;0,10;0,04;0,02;0,17;0,02;0,01;0,57;0,02;0,28;0,03;0,10;0,10;0,03;0,43;0,94;0,02;0,00;0,05;0,23;0,38;0,08;0,18;0,29;0,07;0,01;0,07;0,03;0,01;0,02;0,03;0,03;0,50;0,14;0,03;0,07;0,02;0,14;0,04;0,02;2,18;0,03;0,03;0,04;;;;;87,13805976
01/10/2007;101,47;3,04;34959;0,03;0,11;0,07;0,07;0,18;0,03;0,02;0,57;0,03;0,30;0,00;0,09;0,07;0,03;0,40;0,88;0,03;0,01;0,04;0,24;0,38;0,11;0,17;0,30;0,06;0,04;0,08;0,04;0,01;0,03;0,15;0,07;0,57;0,11;0,04;0,13;0,00;0,51;0,04;0,05;2,35;0,05;0,05;0,08;;;;;86,63624795
01/11/2007;89,80;2,69;33379;0,02;0,07;0,08;0,03;0,12;0,05;0,01;0,46;0,03;0,25;0,02;0,09;0,10;0,01;0,42;0,96;0,02;0,03;0,03;0,28;0,23;0,11;0,14;0,14;0,04;0,01;0,05;0,03;0,00;0,02;0,05;0,01;0,44;0,19;0,01;0,04;0,02;0,25;0,03;0,04;1,95;0,07;0,02;0,03;;;;;69,61356316
01/12/2007;94,97;2,85;30859;0,01;0,07;0,10;0,04;0,17;0,07;0,03;0,49;0,06;0,35;0,01;0,10;0,11;0,01;0,50;1,11;0,05;0,01;0,05;0,18;0,44;0,11;0,13;0,17;0,07;0,01;0,05;0,03;0,01;0,02;0,04;0,02;0,63;0,16;0,02;0,06;0,01;0,16;0,01;0,01;2,15;0,11;0,00;0,03;;;;;75,19156023
01/01/2008;81,50;2,44;32113;0,02;0,04;0,05;0,06;0,11;0,06;0,01;0,35;0,03;0,20;0,01;0,23;0,09;0,01;0,32;0,69;0,04;0,00;0,05;0,23;0,44;0,07;0,15;0,17;0,05;0,02;0,06;0,04;0,01;0,02;0,02;0,02;0,29;0,15;0,02;0,02;0,00;0,04;0,03;0,00;1,84;0,06;0,02;0,04;;;;;53,65366582
01/02/2008;80,75;2,42;31461;0,04;0,09;0,06;0,02;0,18;0,03;0,02;0,29;0,03;0,22;0,03;0,14;0,10;0,03;0,32;0,71;0,01;0,00;0,08;0,14;0,30;0,06;0,10;0,11;0,06;0,01;0,05;0,02;0,00;0,02;0,06;0,03;0,38;0,06;0,01;0,03;0,01;0,19;0,02;0,05;1,77;0,08;0,03;0,08;;;;;43,52346033
01/03/2008;77,64;2,33;32294;0,04;0,05;0,06;0,06;0,16;0,03;0,02;0,34;0,21;0,15;0,02;0,14;0,09;0,01;0,28;0,64;0,03;0,00;0,06;0,13;0,42;0,06;0,07;0,10;0,07;0,02;0,05;0,03;0,02;0,00;0,05;0,02;0,29;0,10;0,02;0,03;0,01;0,16;0,07;0,04;1,63;0,20;0,02;0,05;;;;;52,15472691
01/04/2008;71,90;2,16;31576;0,01;0,03;0,03;0,02;0,14;0,02;0,01;0,29;0,08;0,14;0,02;0,10;0,03;0,01;0,22;0,63;0,03;0,00;0,03;0,12;0,32;0,06;0,14;0,23;0,08;0,01;0,05;0,01;0,01;0,02;0,04;0,02;0,28;0,08;0,02;0,03;0,01;0,05;0,02;0,06;1,63;0,04;0,02;0,11;;;;;44,58923728
01/05/2008;72,57;2,18;32755;0,02;0,07;0,05;0,04;0,13;0,02;0,02;0,40;0,07;0,19;0,02;0,18;0,07;0,02;0,29;0,54;0,01;0,01;0,06;0,24;0,47;0,09;0,09;0,15;0,07;0,02;0,05;0,03;0,01;0,01;0,03;0,02;0,34;0,20;0,02;0,11;0,01;0,09;0,04;0,03;1,62;0,06;0,02;0,06;;;;;59,92665494
01/06/2008;87,55;2,63;30656;0,02;0,08;0,15;0,05;0,19;0,06;0,00;0,37;0,03;0,34;0,05;0,20;0,08;0,02;0,43;0,88;0,01;0,01;0,04;0,18;0,49;0,13;0,16;0,23;0,07;0,04;0,15;0,03;0,00;0,03;0,04;0,14;0,33;0,10;0,04;0,04;0,01;0,10;0,03;0,01;1,86;0,07;0,01;0,10;;;;;56,04124022
01/07/2008;89,74;2,69;30279;0,02;0,07;0,06;0,05;0,20;0,07;0,02;0,45;0,08;0,45;0,02;0,09;0,09;0,04;0,55;0,90;0,02;0,01;0,03;0,27;0,50;0,09;0,27;0,20;0,07;0,03;0,06;0,02;0,01;0,02;0,08;0,06;0,54;0,07;0,02;0,05;0,00;0,24;0,02;0,03;2,04;0,07;0,02;0,15;;;;;68,04185332
01/08/2008;88,55;2,66;29969;0,01;0,03;0,17;0,04;0,17;0,03;0,00;0,37;0,02;0,37;0,02;0,04;0,06;0,06;0,65;0,75;0,03;0,04;0,03;0,28;0,19;0,10;0,14;0,12;0,06;0,02;0,05;0,03;0,01;0,05;0,23;0,01;1,12;0,06;0,02;0,05;0,01;0,17;0,02;0,23;1,96;0,04;0,01;0,05;;;;;56,11379524
01/09/2008;88,54;2,66;30726;0,03;0,08;0,13;0,07;0,16;0,06;0,02;0,38;0,09;0,34;0,03;0,05;0,09;0,02;0,49;0,76;0,04;0,00;0,03;0,28;0,23;0,12;0,16;0,26;0,11;0,03;0,08;0,04;0,01;0,03;0,10;0,04;0,83;0,05;0,02;0,05;0,01;0,09;0,04;0,22;2,03;0,12;0,02;0,07;;;;;57,54016668
01/10/2008;64,16;1,92;32010;0,02;0,02;0,06;0,03;0,11;0,02;0,00;0,35;0,03;0,17;0,01;0,07;0,08;0,02;0,34;0,66;0,03;0,04;0,02;0,20;0,17;0,07;0,15;0,22;0,05;0,02;0,02;0,01;0,01;0,01;0,05;0,02;0,42;0,09;0,04;0,07;0,01;0,12;0,04;0,07;1,38;0,06;0,01;0,04;;;;;52,31478915
01/11/2008;79,08;2,37;29596;0,02;0,09;0,07;0,05;0,16;0,02;0,00;0,30;0,06;0,19;0,03;0,10;0,08;0,03;0,31;0,73;0,06;0,01;0,05;0,51;0,33;0,07;0,16;0,15;0,08;0,05;0,04;0,02;0,04;0,02;0,16;0,02;0,47;0,16;0,02;0,10;0,01;0,08;0,05;0,05;1,76;0,06;0,01;0,04;;;;;44,85699281
01/12/2008;92,37;2,77;26819;0,00;0,08;0,09;0,03;0,14;0,02;0,00;0,29;0,02;0,11;0,03;0,22;0,06;0,02;0,35;0,83;0,03;0,01;0,02;0,89;0,53;0,06;0,07;0,16;0,07;0,01;0,06;0,03;0,01;0,01;0,03;0,04;0,38;0,13;0,04;0,10;0,01;0,11;0,03;0,07;1,92;0,03;0,03;0,03;;;;;43,26545452
01/01/2009;85,37;2,56;28939;0,01;0,04;0,07;0,01;0,15;0,05;0,00;0,25;0,01;0,14;0,03;0,67;0,08;0,00;0,41;0,79;0,02;0,01;0,03;0,35;1,23;0,11;0,09;0,15;0,04;0,01;0,04;0,03;0,01;0,01;0,05;0,02;0,32;0,21;0,03;0,03;0,00;0,17;0,02;0,07;1,77;0,03;0,01;0,02;;;;;36,90745469
01/02/2009;67,45;2,02;26592;0,02;0,03;0,05;0,02;0,11;0,03;0,00;0,31;0,03;0,18;0,01;0,20;0,07;0,01;0,26;0,53;0,02;0,00;0,09;0,24;0,39;0,03;0,23;0,30;0,06;0,01;0,03;0,02;0,01;0,00;0,09;0,02;0,36;0,09;0,02;0,01;0,01;0,08;0,01;0,02;1,58;0,04;0,02;0,02;;;;;46,15559213
01/03/2009;72,64;2,18;28822;0,00;0,05;0,09;0,02;0,11;0,03;0,00;0,25;0,03;0,15;0,02;0,14;0,05;0,01;0,21;0,70;0,01;0,02;0,03;0,22;0,36;0,05;0,19;0,22;0,12;0,01;0,05;0,02;0,00;0,01;0,10;0,03;0,32;0,08;0,02;0,02;0,00;0,07;0,02;0,02;1,64;0,05;0,01;0,05;;;;;36,32937788
01/04/2009;85,69;2,57;27664;0,02;0,06;0,05;0,04;0,17;0,04;0,01;0,59;0,03;0,22;0,05;0,08;0,08;0,01;0,39;0,90;0,02;0,01;0,05;0,36;0,27;0,08;0,37;0,52;0,16;0,02;0,05;0,01;0,01;0,03;0,05;0,01;0,60;0,10;0,03;0,11;0,01;0,11;0,01;0,06;2,00;0,05;0,01;0,04;;;;;86,08538527
01/05/2009;89,68;2,69;27808;0,01;0,05;0,06;0,01;0,19;0,05;0,01;0,40;0,02;0,12;0,01;0,15;0,06;0,00;0,24;0,63;0,05;0,01;0,02;0,37;0,35;0,06;0,32;0,50;0,09;0,01;0,06;0,01;0,01;0,00;0,04;0,03;0,44;0,12;0,04;0,03;0,01;0,08;0,01;0,02;2,08;0,03;0,03;0,03;;;;;58,10930677
01/06/2009;81,11;2,43;26595;0,02;0,02;0,08;0,07;0,13;0,05;0,00;0,41;0,03;0,22;0,03;0,19;0,08;0,01;0,35;0,69;0,02;0,02;0,02;0,24;0,37;0,15;0,17;0,42;0,07;0,01;0,07;0,02;0,03;0,04;0,07;0,07;0,46;0,12;0,02;0,03;0,01;0,05;0,01;0,03;1,76;0,05;0,01;0,03;;;;;60,07890814
01/07/2009;83,44;2,50;26172;0,05;0,09;0,07;0,03;0,16;0,02;0,01;0,39;0,05;0,15;0,03;0,11;0,05;0,01;0,29;0,74;0,05;0,01;0,09;0,20;0,30;0,16;0,21;0,42;0,08;0,06;0,06;0,02;0,01;0,03;0,07;0,02;0,53;0,10;0,04;0,09;0,00;0,09;0,03;0,07;1,93;0,12;0,02;0,03;;;;;57,01256702
01/08/2009;73,37;2,20;24992;0,04;0,10;0,04;0,03;0,17;0,04;0,02;0,38;0,05;0,14;0,02;0,07;0,03;0,00;0,22;0,58;0,02;0,02;0,07;0,16;0,16;0,05;0,22;0,36;0,13;0,03;0,03;0,02;0,02;0,01;0,03;0,01;0,40;0,04;0,02;0,08;0,00;0,07;0,03;0,03;1,69;0,07;0,00;0,01;;;;;55,48411806
01/09/2009;92,84;2,78;26359;0,03;0,05;0,11;0,05;0,21;0,03;0,01;0,61;0,03;0,63;0,03;0,08;0,07;0,01;0,62;1,15;0,03;0,00;0,04;0,19;0,55;0,12;0,14;0,28;0,08;0,02;0,05;0,02;0,02;0,03;0,20;0,08;0,88;0,10;0,03;0,02;0,00;0,09;0,01;0,03;2,20;0,06;0,02;0,10;;;;;89,50176471
01/10/2009;90,58;2,72;28122;0,01;0,05;0,11;0,06;0,13;0,07;0,00;0,43;0,02;0,25;0,06;0,12;0,05;0,01;0,45;0,82;0,02;0,01;0,03;0,34;0,33;0,07;0,14;0,18;0,10;0,01;0,05;0,05;0,00;0,02;0,08;0,06;0,58;0,08;0,02;0,03;0,01;0,07;0,03;0,04;2,11;0,05;0,02;0,05;;;;;62,10737466
01/11/2009;82,10;2,46;26233;0,03;0,06;0,08;0,10;0,18;0,03;0,02;0,37;0,07;0,24;0,10;0,11;0,05;0,02;0,28;0,73;0,01;0,00;0,04;0,20;0,31;0,05;0,14;0,22;0,07;0,02;0,05;0,02;0,01;0,02;0,02;0,03;0,44;0,12;0,03;0,03;0,00;0,09;0,03;0,01;1,74;0,08;0,01;0,05;;;;;54,26571126
01/12/2009;92,95;2,79;24858;0,01;0,08;0,09;0,06;0,18;0,05;0,01;0,37;0,04;0,23;0,17;0,13;0,08;0,01;0,34;0,89;0,01;0,01;0,04;0,29;0,33;0,13;0,12;0,19;0,06;0,02;0,25;0,05;0,00;0,04;0,05;0,01;0,48;0,14;0,04;0,06;0,00;0,11;0,00;0,03;2,21;0,04;0,03;0,02;;;;;53,04915478
01/01/2010;91,58;2,75;27049;0,02;0,04;0,02;0,06;0,19;0,02;0,01;0,37;0,03;0,20;0,08;0,13;0,03;0,01;0,32;1,13;0,03;0,00;0,04;0,20;0,22;0,05;0,17;0,16;0,09;0,01;0,18;0,03;0,00;0,01;0,01;0,01;0,34;0,21;0,01;0,04;0,01;0,11;0,08;0,03;2,06;0,04;0,01;0,02;;;;;52,90658349
01/02/2010;80,73;2,42;27465;0,07;0,05;0,05;0,06;0,14;0,01;0,01;0,51;0,02;0,27;0,06;0,12;0,06;0,03;0,31;0,95;0,04;0,00;0,01;0,21;0,33;0,07;0,08;0,17;0,07;0,01;0,08;0,02;0,02;0,01;0,02;0,01;0,42;0,13;0,03;0,04;0,00;0,16;0,16;0,05;1,81;0,02;0,00;0,05;;;;;73,50005408
01/03/2010;74,12;2,22;29464;0,01;0,07;0,03;0,10;0,12;0,04;0,02;0,38;0,03;0,20;0,05;0,09;0,04;0,01;0,23;0,74;0,01;0,01;0,06;0,18;0,40;0,07;0,12;0,19;0,06;0,01;0,07;0,03;0,00;0,01;0,03;0,02;0,55;0,11;0,05;0,09;0,00;0,14;0,06;0,03;1,66;0,03;0,01;0,02;;;;;54,24446871
01/04/2010;88,76;2,66;28096;0,03;0,05;0,10;0,09;0,15;0,05;0,08;0,56;0,04;0,27;0,03;0,14;0,10;0,01;0,27;0,75;0,01;0,00;0,03;0,28;0,39;0,06;0,10;0,36;0,15;0,04;0,08;0,07;0,01;0,02;0,07;0,02;0,79;0,08;0,07;0,13;0,00;0,16;0,08;0,10;1,97;0,02;0,01;0,11;;;;;80,77365327
01/05/2010;88,96;2,67;29308;0,02;0,06;0,12;0,23;0,18;0,04;0,00;0,65;0,03;0,27;0,03;0,13;0,12;0,04;0,38;0,82;0,03;0,01;0,03;0,27;0,34;0,06;0,26;0,48;0,13;0,03;0,04;0,04;0,01;0,01;0,05;0,05;0,56;0,08;0,05;0,17;0,01;0,27;0,03;0,02;2,03;0,02;0,02;0,03;;;;;93,01938709
01/06/2010;96,45;2,89;29070;0,01;0,09;0,11;0,18;0,19;0,02;0,02;0,37;0,06;0,26;0,04;0,34;0,08;0,02;0,34;0,93;0,02;0,01;0,02;0,17;0,98;0,07;0,12;0,23;0,23;0,02;0,03;0,03;0,02;0,01;0,08;0,03;0,53;0,08;0,07;0,03;0,00;0,74;0,05;0,02;2,12;0,04;0,01;0,04;;;;;53,28684891
01/07/2010;79,38;2,38;28434;0,01;0,07;0,07;0,05;0,12;0,02;0,00;0,22;0,06;0,24;0,02;0,15;0,09;0,00;0,19;0,93;0,01;0,01;0,02;0,27;0,41;0,09;0,06;0,14;0,15;0,01;0,06;0,04;0,02;0,01;0,01;0,02;0,28;0,09;0,02;0,02;0,01;0,23;0,01;0,02;1,62;0,05;0,02;0,04;;;;;31,19520557
01/08/2010;80,99;2,43;26633;0,02;0,08;0,04;0,06;0,22;0,02;0,03;0,33;0,07;0,19;0,03;0,14;0,06;0,00;0,21;0,63;0,07;0,01;0,05;0,27;0,34;0,08;0,15;0,18;0,13;0,03;0,09;0,02;0,00;0,08;0,03;0,02;0,39;0,12;0,02;0,05;0,00;0,17;0,05;0,01;1,73;0,04;0,02;0,05;;;;;46,558026
01/09/2010;71,17;2,13;28436;0,04;0,07;0,05;0,05;0,11;0,05;0,01;0,34;0,04;0,21;0,01;0,08;0,07;0,01;0,25;0,62;0,04;0,01;0,01;0,17;0,33;0,03;0,19;0,20;0,09;0,00;0,06;0,02;0,03;0,02;0,04;0,01;0,32;0,07;0,02;0,03;0,00;0,08;0,04;0,01;1,55;0,04;0,03;0,04;;;;;47,97530127
01/10/2010;65,99;1,98;30414;0,01;0,04;0,10;0,03;0,13;0,03;0,03;0,28;0,02;0,35;0,03;0,06;0,04;0,02;0,36;0,77;0,00;0,02;0,04;0,17;0,25;0,10;0,17;0,12;0,09;0,01;0,05;0,03;0,01;0,01;0,01;0,04;0,24;0,13;0,06;0,01;0,00;0,08;0,02;0,02;1,43;0,03;0,02;0,02;;;;;40,06696836
01/11/2010;94,71;2,84;28621;0,01;0,08;0,10;0,06;0,16;0,04;0,03;0,68;0,05;0,39;0,03;0,15;0,12;0,01;0,36;1,05;0,03;0,01;0,08;0,26;0,37;0,11;0,31;0,60;0,08;0,01;0,07;0,02;0,01;0,01;0,07;0,24;0,68;0,24;0,04;0,11;0,00;0,16;0,02;0,04;2,03;0,04;0,02;0,07;;;;;96,21874649
01/12/2010;97,20;2,92;26479;0,01;0,11;0,10;0,07;0,13;0,08;0,03;0,53;0,03;0,35;0,06;0,09;0,09;0,02;0,42;1,04;0,02;0,00;0,01;0,25;0,31;0,12;0,22;0,48;0,15;0,01;0,09;0,07;0,00;0,01;0,04;0,05;0,63;0,12;0,18;0,03;0,02;0,19;0,05;0,05;2,11;0,03;0,01;0,13;;;;;74,65245145
01/01/2011;79,42;2,38;27622;0,02;0,08;0,05;0,07;0,08;0,07;0,02;0,47;0,02;0,26;0,01;0,25;0,06;0,01;0,35;0,72;0,03;0,01;0,04;0,16;0,34;0,07;0,11;0,23;0,06;0,02;0,05;0,02;0,03;0,01;0,01;0,03;0,48;0,06;0,01;0,01;0,18;0,20;0,07;0,04;1,53;0,02;0,02;0,03;;;;;65,84620296
01/02/2011;90,01;2,70;25853;0,02;0,07;0,09;0,04;0,11;0,10;0,00;0,40;0,00;0,31;0,01;1,01;0,07;0,00;0,34;1,00;0,03;0,01;0,03;0,16;0,36;0,21;0,12;0,16;0,10;0,03;0,07;0,03;0,00;0,00;0,02;0,04;0,33;0,29;0,04;0,05;0,46;0,17;0,02;0,01;1,80;0,04;0,01;0,03;;;;;56,06353449
01/03/2011;136,89;4,11;30055;0,02;0,05;0,33;0,11;0,29;0,07;0,02;0,53;0,03;0,53;0,07;0,88;0,14;0,04;1,32;1,92;0,04;0,01;0,02;0,22;0,27;0,49;0,50;0,12;0,10;0,01;0,05;0,05;0,01;0,02;0,03;0,06;0,73;0,49;0,04;0,01;0,48;0,39;0,01;0,03;2,94;0,03;0,02;0,06;;;;;74,25839451
01/04/2011;91,02;2,73;27949;0,02;0,03;0,22;0,04;0,16;0,02;0,01;0,27;0,01;0,24;0,04;0,44;0,08;0,03;0,78;1,06;0,01;0,01;0,02;0,11;0,30;0,35;0,18;0,10;0,05;0,00;0,07;0,06;0,01;0,02;0,01;0,05;0,25;0,17;0,03;0,05;0,25;0,20;0,01;0,03;1,92;0,01;0,01;0,13;;;;;37,61128435
01/05/2011;105,34;3,16;28009;0,01;0,04;0,14;0,02;0,12;0,05;0,00;0,21;0,01;0,24;0,04;0,51;0,08;0,03;0,51;1,05;0,00;0,00;0,05;0,22;0,37;0,26;0,17;0,12;0,07;0,01;0,04;0,03;0,01;0,01;0,01;0,01;0,22;0,22;0,04;0,01;0,30;0,17;0,01;0,00;2,30;0,05;0,01;0,07;;;;;28,91946007
01/06/2011;84,39;2,53;27773;0,03;0,05;0,12;0,05;0,15;0,02;0,02;0,36;0,00;0,26;0,04;0,27;0,06;0,03;0,41;0,87;0,03;0,00;0,04;0,19;0,27;0,23;0,08;0,09;0,10;0,02;0,06;0,03;0,01;0,01;0,05;0,03;0,29;0,22;0,04;0,04;0,19;0,38;0,01;0,02;1,80;0,03;0,02;0,08;;;;;50,57865754
01/07/2011;78,92;2,37;27120;0,01;0,08;0,07;0,03;0,09;0,02;0,01;0,27;0,01;0,17;0,05;0,16;0,04;0,03;0,36;0,84;0,03;0,00;0,05;0,17;0,17;0,14;0,11;0,13;0,08;0,01;0,05;0,14;0,00;0,04;0,01;0,03;0,27;0,09;0,07;0,03;0,14;0,25;0,04;0,00;1,57;0,01;0,01;0,03;;;;;37,32918781
01/08/2011;86,95;2,61;26687;0,00;0,02;0,06;0,06;0,10;0,03;0,00;0,30;0,00;0,24;0,02;0,36;0,05;0,02;0,45;0,91;0,00;0,00;0,01;0,13;0,25;0,21;0,09;0,11;0,04;0,01;0,04;0,04;0,00;0,01;0,01;0,03;0,38;0,18;0,03;0,01;0,34;0,39;0,02;0,03;1,70;0,04;0,00;0,09;;;;;41,41975401
01/09/2011;83,35;2,50;28160;0,01;0,05;0,04;0,07;0,14;0,06;0,00;0,28;0,04;0,18;0,02;0,31;0,04;0,02;0,30;0,70;0,02;0,00;0,03;0,19;0,44;0,15;0,11;0,08;0,06;0,03;0,02;0,03;0,02;0,01;0,05;0,03;0,29;0,17;0,02;0,03;0,12;0,40;0,04;0,01;1,64;0,02;0,00;0,08;;;;;38,62859797
01/10/2011;76,34;2,29;28475;0,02;0,06;0,10;0,06;0,17;0,04;0,01;0,37;0,02;0,14;0,02;0,29;0,06;0,02;0,32;0,68;0,04;0,01;0,04;0,20;0,28;0,10;0,08;0,10;0,19;0,02;0,01;0,02;0,01;0,02;0,02;0,04;0,31;0,32;0,01;0,04;0,09;0,25;0,01;0,01;1,53;0,00;0,00;0,10;;;;;51,0708417
